year_month,age,patient_gender_code,race_code,PCV_combined,COVID_severity,count
2020-04,0,F,H,PCV13_PPSV23_10yrs,ICU_crit_care,2
2020-04,0,F,H,PCV13_PPSV23_10yrs,non_resp_severe,3
2020-04,0,F,H,PCV13_PPSV23_10yrs,non_severe,27
2020-04,0,F,H,PCV13_PPSV23_10yrs,resp_severe,27
2020-04,0,F,H,PPSV23_10yrs,ICU_crit_care,18
2020-04,0,F,H,PPSV23_10yrs,non_resp_severe,0
2020-04,0,F,H,PPSV23_10yrs,non_severe,63
2020-04,0,F,H,PPSV23_10yrs,resp_severe,47
2020-04,0,F,H,U,ICU_crit_care,91
2020-04,0,F,H,U,non_resp_severe,24
2020-04,0,F,H,U,non_severe,577
2020-04,0,F,H,U,resp_severe,413
2020-04,0,F,U,PCV13_only,ICU_crit_care,14
2020-04,0,F,U,PCV13_only,non_resp_severe,5
2020-04,0,F,U,PCV13_only,non_severe,59
2020-04,0,F,U,PCV13_only,resp_severe,54
2020-04,0,F,U,PCV13_PPSV23_10yrs,ICU_crit_care,12
2020-04,0,F,U,PCV13_PPSV23_10yrs,non_resp_severe,1
2020-04,0,F,U,PCV13_PPSV23_10yrs,non_severe,32
2020-04,0,F,U,PCV13_PPSV23_10yrs,resp_severe,24
2020-04,0,F,U,PPSV23_10yrs,ICU_crit_care,36
2020-04,0,F,U,PPSV23_10yrs,non_resp_severe,6
2020-04,0,F,U,PPSV23_10yrs,non_severe,115
2020-04,0,F,U,PPSV23_10yrs,resp_severe,79
2020-04,0,F,U,U,ICU_crit_care,295
2020-04,0,F,U,U,non_resp_severe,108
2020-04,0,F,U,U,non_severe,1375
2020-04,0,F,U,U,resp_severe,1016
2020-04,0,F,W,PCV13_only,ICU_crit_care,26
2020-04,0,F,W,PCV13_only,non_resp_severe,5
2020-04,0,F,W,PCV13_only,non_severe,124
2020-04,0,F,W,PCV13_only,resp_severe,74
2020-04,0,F,W,PCV13_PPSV23_10yrs,ICU_crit_care,15
2020-04,0,F,W,PCV13_PPSV23_10yrs,non_resp_severe,2
2020-04,0,F,W,PCV13_PPSV23_10yrs,non_severe,58
2020-04,0,F,W,PCV13_PPSV23_10yrs,resp_severe,37
2020-04,0,F,W,PPSV23_10yrs,ICU_crit_care,21
2020-04,0,F,W,PPSV23_10yrs,non_resp_severe,12
2020-04,0,F,W,PPSV23_10yrs,non_severe,145
2020-04,0,F,W,PPSV23_10yrs,resp_severe,119
2020-04,0,F,W,U,ICU_crit_care,223
2020-04,0,F,W,U,non_resp_severe,78
2020-04,0,F,W,U,non_severe,1814
2020-04,0,F,W,U,resp_severe,1098
2020-04,0,M,A,PCV13_only,ICU_crit_care,5
2020-04,0,M,A,PCV13_only,non_resp_severe,1
2020-04,0,M,A,PCV13_only,non_severe,7
2020-04,0,M,A,PCV13_only,resp_severe,7
2020-04,0,M,A,PCV13_PPSV23_10yrs,ICU_crit_care,2
2020-04,0,M,A,PCV13_PPSV23_10yrs,non_resp_severe,2
2020-04,0,M,A,PCV13_PPSV23_10yrs,non_severe,11
2020-04,0,M,A,PCV13_PPSV23_10yrs,resp_severe,8
2020-04,0,M,A,PPSV23_10yrs,ICU_crit_care,3
2020-04,0,M,A,PPSV23_10yrs,non_resp_severe,0
2020-04,0,M,A,PPSV23_10yrs,non_severe,16
2020-04,0,M,A,PPSV23_10yrs,resp_severe,12
2020-04,0,M,A,U,ICU_crit_care,54
2020-04,0,M,A,U,non_resp_severe,8
2020-04,0,M,A,U,non_severe,134
2020-04,0,M,A,U,resp_severe,111
2020-04,0,M,B,PCV13_only,ICU_crit_care,9
2020-04,0,M,B,PCV13_only,non_resp_severe,2
2020-04,0,M,B,PCV13_only,non_severe,18
2020-04,0,M,B,PCV13_only,resp_severe,21
2020-04,0,M,B,PCV13_PPSV23_10yrs,ICU_crit_care,8
2020-04,0,M,B,PCV13_PPSV23_10yrs,non_resp_severe,4
2020-04,0,M,B,PCV13_PPSV23_10yrs,non_severe,16
2020-04,0,M,B,PCV13_PPSV23_10yrs,resp_severe,12
2020-04,0,M,B,PPSV23_10yrs,ICU_crit_care,17
2020-04,0,M,B,PPSV23_10yrs,non_resp_severe,3
2020-04,0,M,B,PPSV23_10yrs,non_severe,36
2020-04,0,M,B,PPSV23_10yrs,resp_severe,37
2020-04,0,M,B,U,ICU_crit_care,137
2020-04,0,M,B,U,non_resp_severe,54
2020-04,0,M,B,U,non_severe,376
2020-04,0,M,B,U,resp_severe,376
2020-04,0,M,H,PCV13_only,ICU_crit_care,9
2020-04,0,M,H,PCV13_only,non_resp_severe,2
2020-04,0,M,H,PCV13_only,non_severe,41
2020-04,0,M,H,PCV13_only,resp_severe,28
2020-04,0,M,H,PCV13_PPSV23_10yrs,ICU_crit_care,5
2020-04,0,M,H,PCV13_PPSV23_10yrs,non_resp_severe,3
2020-04,0,M,H,PCV13_PPSV23_10yrs,non_severe,14
2020-04,0,M,H,PCV13_PPSV23_10yrs,resp_severe,15
2020-04,0,M,H,PPSV23_10yrs,ICU_crit_care,20
2020-04,0,M,H,PPSV23_10yrs,non_resp_severe,2
2020-04,0,M,H,PPSV23_10yrs,non_severe,58
2020-04,0,M,H,PPSV23_10yrs,resp_severe,54
2020-04,0,M,H,U,ICU_crit_care,212
2020-04,0,M,H,U,non_resp_severe,30
2020-04,0,M,H,U,non_severe,499
2020-04,0,M,H,U,resp_severe,485
2020-04,0,M,U,PCV13_only,ICU_crit_care,21
2020-04,0,M,U,PCV13_only,non_resp_severe,10
2020-04,0,M,U,PCV13_only,non_severe,67
2020-04,0,M,U,PCV13_only,resp_severe,74
2020-04,0,M,U,PCV13_PPSV23_10yrs,ICU_crit_care,9
2020-04,0,M,U,PCV13_PPSV23_10yrs,non_resp_severe,2
2020-04,0,M,U,PCV13_PPSV23_10yrs,non_severe,25
2020-04,0,M,U,PCV13_PPSV23_10yrs,resp_severe,22
2020-04,0,M,U,PPSV23_10yrs,ICU_crit_care,44
2020-04,0,M,U,PPSV23_10yrs,non_resp_severe,13
2020-04,0,M,U,PPSV23_10yrs,non_severe,120
2020-04,0,M,U,PPSV23_10yrs,resp_severe,82
2020-04,0,M,U,U,ICU_crit_care,617
2020-04,0,M,U,U,non_resp_severe,177
2020-04,0,M,U,U,non_severe,1506
2020-04,0,M,U,U,resp_severe,1442
2020-04,0,M,W,PCV13_only,ICU_crit_care,37
2020-04,0,M,W,PCV13_only,non_resp_severe,5
2020-04,0,M,W,PCV13_only,non_severe,92
2020-04,0,M,W,PCV13_only,resp_severe,71
2020-04,0,M,W,PCV13_PPSV23_10yrs,ICU_crit_care,7
2020-04,0,M,W,PCV13_PPSV23_10yrs,non_resp_severe,4
2020-04,0,M,W,PCV13_PPSV23_10yrs,non_severe,53
2020-04,0,M,W,PCV13_PPSV23_10yrs,resp_severe,41
2020-04,0,M,W,PPSV23_10yrs,ICU_crit_care,34
2020-04,0,M,W,PPSV23_10yrs,non_resp_severe,10
2020-04,0,M,W,PPSV23_10yrs,non_severe,132
2020-04,0,M,W,PPSV23_10yrs,resp_severe,111
2020-04,0,M,W,U,ICU_crit_care,425
2020-04,0,M,W,U,non_resp_severe,136
2020-04,0,M,W,U,non_severe,1495
2020-04,0,M,W,U,resp_severe,1199
2020-04,0,U,A,PCV13_only,ICU_crit_care,0
2020-04,0,U,A,PCV13_only,non_resp_severe,0
2020-04,0,U,A,PCV13_only,non_severe,0
2020-04,0,U,A,PCV13_only,resp_severe,0
2020-04,0,U,A,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,A,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,A,PCV13_PPSV23_10yrs,non_severe,0
2020-04,0,U,A,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,0,U,A,PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,A,PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,A,PPSV23_10yrs,non_severe,0
2020-04,0,U,A,PPSV23_10yrs,resp_severe,0
2020-04,0,U,A,U,ICU_crit_care,0
2020-04,0,U,A,U,non_resp_severe,0
2020-04,0,U,A,U,non_severe,1
2020-04,0,U,A,U,resp_severe,0
2020-04,0,U,B,PCV13_only,ICU_crit_care,0
2020-04,0,U,B,PCV13_only,non_resp_severe,0
2020-04,0,U,B,PCV13_only,non_severe,0
2020-04,0,U,B,PCV13_only,resp_severe,0
2020-04,0,U,B,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,B,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,B,PCV13_PPSV23_10yrs,non_severe,0
2020-04,0,U,B,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,0,U,B,PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,B,PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,B,PPSV23_10yrs,non_severe,0
2020-04,0,U,B,PPSV23_10yrs,resp_severe,0
2020-04,0,U,B,U,ICU_crit_care,3
2020-04,0,U,B,U,non_resp_severe,0
2020-04,0,U,B,U,non_severe,3
2020-04,0,U,B,U,resp_severe,4
2020-04,0,U,H,PCV13_only,ICU_crit_care,0
2020-04,0,U,H,PCV13_only,non_resp_severe,1
2020-04,0,U,H,PCV13_only,non_severe,0
2020-04,0,U,H,PCV13_only,resp_severe,0
2020-04,0,U,H,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,H,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,H,PCV13_PPSV23_10yrs,non_severe,0
2020-04,0,U,H,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,0,U,H,PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,H,PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,H,PPSV23_10yrs,non_severe,0
2020-04,0,U,H,PPSV23_10yrs,resp_severe,0
2020-04,0,U,H,U,ICU_crit_care,0
2020-04,0,U,H,U,non_resp_severe,2
2020-04,0,U,H,U,non_severe,4
2020-04,0,U,H,U,resp_severe,1
2020-04,0,U,U,PCV13_only,ICU_crit_care,0
2020-04,0,U,U,PCV13_only,non_resp_severe,0
2020-04,0,U,U,PCV13_only,non_severe,0
2020-04,0,U,U,PCV13_only,resp_severe,2
2020-04,0,U,U,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,U,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,U,PCV13_PPSV23_10yrs,non_severe,0
2020-04,0,U,U,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,0,U,U,PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,U,PPSV23_10yrs,non_resp_severe,3
2020-04,0,U,U,PPSV23_10yrs,non_severe,0
2020-04,0,U,U,PPSV23_10yrs,resp_severe,0
2020-04,0,U,U,U,ICU_crit_care,0
2020-04,0,U,U,U,non_resp_severe,0
2020-04,0,U,U,U,non_severe,6
2020-04,0,U,U,U,resp_severe,5
2020-04,0,U,W,PCV13_only,ICU_crit_care,0
2020-04,0,U,W,PCV13_only,non_resp_severe,0
2020-04,0,U,W,PCV13_only,non_severe,1
2020-04,0,U,W,PCV13_only,resp_severe,2
2020-04,0,U,W,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,W,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,W,PCV13_PPSV23_10yrs,non_severe,2
2020-04,0,U,W,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,0,U,W,PPSV23_10yrs,ICU_crit_care,3
2020-04,0,U,W,PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,W,PPSV23_10yrs,non_severe,3
2020-04,0,U,W,PPSV23_10yrs,resp_severe,0
2020-04,0,U,W,U,ICU_crit_care,1
2020-04,0,U,W,U,non_resp_severe,0
2020-04,0,U,W,U,non_severe,3
2020-04,0,U,W,U,resp_severe,5
2020-04,1,F,A,PCV13_only,ICU_crit_care,2
2020-04,1,F,A,PCV13_only,non_resp_severe,0
2020-04,1,F,A,PCV13_only,non_severe,6
2020-04,1,F,A,PCV13_only,resp_severe,9
2020-04,1,F,A,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,F,A,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,F,A,PCV13_PPSV23_10yrs,non_severe,6
2020-04,1,F,A,PCV13_PPSV23_10yrs,resp_severe,7
2020-04,1,F,A,PPSV23_10yrs,ICU_crit_care,2
2020-04,1,F,A,PPSV23_10yrs,non_resp_severe,0
2020-04,1,F,A,PPSV23_10yrs,non_severe,11
2020-04,1,F,A,PPSV23_10yrs,resp_severe,5
2020-04,1,F,A,U,ICU_crit_care,18
2020-04,1,F,A,U,non_resp_severe,1
2020-04,1,F,A,U,non_severe,64
2020-04,1,F,A,U,resp_severe,44
2020-04,1,F,B,PCV13_only,ICU_crit_care,9
2020-04,1,F,B,PCV13_only,non_resp_severe,5
2020-04,1,F,B,PCV13_only,non_severe,37
2020-04,1,F,B,PCV13_only,resp_severe,34
2020-04,1,F,B,PCV13_PPSV23_10yrs,ICU_crit_care,8
2020-04,1,F,B,PCV13_PPSV23_10yrs,non_resp_severe,6
2020-04,1,F,B,PCV13_PPSV23_10yrs,non_severe,24
2020-04,1,F,B,PCV13_PPSV23_10yrs,resp_severe,37
2020-04,1,F,B,PPSV23_10yrs,ICU_crit_care,13
2020-04,1,F,B,PPSV23_10yrs,non_resp_severe,8
2020-04,1,F,B,PPSV23_10yrs,non_severe,37
2020-04,1,F,B,PPSV23_10yrs,resp_severe,45
2020-04,1,F,B,U,ICU_crit_care,96
2020-04,1,F,B,U,non_resp_severe,50
2020-04,1,F,B,U,non_severe,304
2020-04,1,F,B,U,resp_severe,363
2020-04,1,F,H,PCV13_only,ICU_crit_care,11
2020-04,1,F,H,PCV13_only,non_resp_severe,1
2020-04,1,F,H,PCV13_only,non_severe,45
2020-04,1,F,H,PCV13_only,resp_severe,46
2020-04,1,F,H,PCV13_PPSV23_10yrs,ICU_crit_care,4
2020-04,1,F,H,PCV13_PPSV23_10yrs,non_resp_severe,3
2020-04,1,F,H,PCV13_PPSV23_10yrs,non_severe,28
2020-04,1,F,H,PCV13_PPSV23_10yrs,resp_severe,27
2020-04,1,F,H,PPSV23_10yrs,ICU_crit_care,18
2020-04,1,F,H,PPSV23_10yrs,non_resp_severe,2
2020-04,1,F,H,PPSV23_10yrs,non_severe,38
2020-04,1,F,H,PPSV23_10yrs,resp_severe,34
2020-04,1,F,H,U,ICU_crit_care,78
2020-04,1,F,H,U,non_resp_severe,18
2020-04,1,F,H,U,non_severe,345
2020-04,1,F,H,U,resp_severe,298
2020-04,1,F,U,PCV13_only,ICU_crit_care,22
2020-04,1,F,U,PCV13_only,non_resp_severe,6
2020-04,1,F,U,PCV13_only,non_severe,67
2020-04,1,F,U,PCV13_only,resp_severe,74
2020-04,1,F,U,PCV13_PPSV23_10yrs,ICU_crit_care,9
2020-04,1,F,U,PCV13_PPSV23_10yrs,non_resp_severe,3
2020-04,1,F,U,PCV13_PPSV23_10yrs,non_severe,38
2020-04,1,F,U,PCV13_PPSV23_10yrs,resp_severe,24
2020-04,1,F,U,PPSV23_10yrs,ICU_crit_care,32
2020-04,1,F,U,PPSV23_10yrs,non_resp_severe,9
2020-04,1,F,U,PPSV23_10yrs,non_severe,81
2020-04,1,F,U,PPSV23_10yrs,resp_severe,65
2020-04,1,F,U,U,ICU_crit_care,276
2020-04,1,F,U,U,non_resp_severe,116
2020-04,1,F,U,U,non_severe,930
2020-04,1,F,U,U,resp_severe,848
2020-04,1,F,W,PCV13_only,ICU_crit_care,29
2020-04,1,F,W,PCV13_only,non_resp_severe,12
2020-04,1,F,W,PCV13_only,non_severe,88
2020-04,1,F,W,PCV13_only,resp_severe,76
2020-04,1,F,W,PCV13_PPSV23_10yrs,ICU_crit_care,18
2020-04,1,F,W,PCV13_PPSV23_10yrs,non_resp_severe,2
2020-04,1,F,W,PCV13_PPSV23_10yrs,non_severe,67
2020-04,1,F,W,PCV13_PPSV23_10yrs,resp_severe,57
2020-04,1,F,W,PPSV23_10yrs,ICU_crit_care,14
2020-04,1,F,W,PPSV23_10yrs,non_resp_severe,7
2020-04,1,F,W,PPSV23_10yrs,non_severe,82
2020-04,1,F,W,PPSV23_10yrs,resp_severe,85
2020-04,1,F,W,U,ICU_crit_care,197
2020-04,1,F,W,U,non_resp_severe,104
2020-04,1,F,W,U,non_severe,990
2020-04,1,F,W,U,resp_severe,755
2020-04,1,M,A,PCV13_only,ICU_crit_care,4
2020-04,1,M,A,PCV13_only,non_resp_severe,0
2020-04,1,M,A,PCV13_only,non_severe,6
2020-04,1,M,A,PCV13_only,resp_severe,7
2020-04,1,M,A,PCV13_PPSV23_10yrs,ICU_crit_care,3
2020-04,1,M,A,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,M,A,PCV13_PPSV23_10yrs,non_severe,5
2020-04,1,M,A,PCV13_PPSV23_10yrs,resp_severe,12
2020-04,1,M,A,PPSV23_10yrs,ICU_crit_care,6
2020-04,1,M,A,PPSV23_10yrs,non_resp_severe,2
2020-04,1,M,A,PPSV23_10yrs,non_severe,7
2020-04,1,M,A,PPSV23_10yrs,resp_severe,6
2020-04,1,M,A,U,ICU_crit_care,36
2020-04,1,M,A,U,non_resp_severe,7
2020-04,1,M,A,U,non_severe,62
2020-04,1,M,A,U,resp_severe,87
2020-04,1,M,B,PCV13_only,ICU_crit_care,11
2020-04,1,M,B,PCV13_only,non_resp_severe,5
2020-04,1,M,B,PCV13_only,non_severe,30
2020-04,1,M,B,PCV13_only,resp_severe,47
2020-04,1,M,B,PCV13_PPSV23_10yrs,ICU_crit_care,1
2020-04,1,M,B,PCV13_PPSV23_10yrs,non_resp_severe,3
2020-04,1,M,B,PCV13_PPSV23_10yrs,non_severe,20
2020-04,1,M,B,PCV13_PPSV23_10yrs,resp_severe,18
2020-04,1,M,B,PPSV23_10yrs,ICU_crit_care,14
2020-04,1,M,B,PPSV23_10yrs,non_resp_severe,8
2020-04,1,M,B,PPSV23_10yrs,non_severe,43
2020-04,1,M,B,PPSV23_10yrs,resp_severe,31
2020-04,1,M,B,U,ICU_crit_care,115
2020-04,1,M,B,U,non_resp_severe,51
2020-04,1,M,B,U,non_severe,275
2020-04,1,M,B,U,resp_severe,339
2020-04,1,M,H,PCV13_only,ICU_crit_care,21
2020-04,1,M,H,PCV13_only,non_resp_severe,1
2020-04,1,M,H,PCV13_only,non_severe,21
2020-04,1,M,H,PCV13_only,resp_severe,43
2020-04,1,M,H,PCV13_PPSV23_10yrs,ICU_crit_care,6
2020-04,1,M,H,PCV13_PPSV23_10yrs,non_resp_severe,1
2020-04,1,M,H,PCV13_PPSV23_10yrs,non_severe,21
2020-04,1,M,H,PCV13_PPSV23_10yrs,resp_severe,14
2020-04,1,M,H,PPSV23_10yrs,ICU_crit_care,18
2020-04,1,M,H,PPSV23_10yrs,non_resp_severe,4
2020-04,1,M,H,PPSV23_10yrs,non_severe,38
2020-04,1,M,H,PPSV23_10yrs,resp_severe,39
2020-04,1,M,H,U,ICU_crit_care,157
2020-04,1,M,H,U,non_resp_severe,19
2020-04,1,M,H,U,non_severe,323
2020-04,1,M,H,U,resp_severe,328
2020-04,1,M,U,PCV13_only,ICU_crit_care,42
2020-04,1,M,U,PCV13_only,non_resp_severe,11
2020-04,1,M,U,PCV13_only,non_severe,59
2020-04,1,M,U,PCV13_only,resp_severe,84
2020-04,1,M,U,PCV13_PPSV23_10yrs,ICU_crit_care,10
2020-04,1,M,U,PCV13_PPSV23_10yrs,non_resp_severe,1
2020-04,1,M,U,PCV13_PPSV23_10yrs,non_severe,35
2020-04,1,M,U,PCV13_PPSV23_10yrs,resp_severe,56
2020-04,1,M,U,PPSV23_10yrs,ICU_crit_care,41
2020-04,1,M,U,PPSV23_10yrs,non_resp_severe,7
2020-04,1,M,U,PPSV23_10yrs,non_severe,84
2020-04,1,M,U,PPSV23_10yrs,resp_severe,91
2020-04,1,M,U,U,ICU_crit_care,538
2020-04,1,M,U,U,non_resp_severe,169
2020-04,1,M,U,U,non_severe,1123
2020-04,1,M,U,U,resp_severe,1198
2020-04,1,M,W,PCV13_only,ICU_crit_care,36
2020-04,1,M,W,PCV13_only,non_resp_severe,12
2020-04,1,M,W,PCV13_only,non_severe,83
2020-04,1,M,W,PCV13_only,resp_severe,78
2020-04,1,M,W,PCV13_PPSV23_10yrs,ICU_crit_care,24
2020-04,1,M,W,PCV13_PPSV23_10yrs,non_resp_severe,5
2020-04,1,M,W,PCV13_PPSV23_10yrs,non_severe,54
2020-04,1,M,W,PCV13_PPSV23_10yrs,resp_severe,49
2020-04,1,M,W,PPSV23_10yrs,ICU_crit_care,33
2020-04,1,M,W,PPSV23_10yrs,non_resp_severe,11
2020-04,1,M,W,PPSV23_10yrs,non_severe,98
2020-04,1,M,W,PPSV23_10yrs,resp_severe,105
2020-04,1,M,W,U,ICU_crit_care,325
2020-04,1,M,W,U,non_resp_severe,110
2020-04,1,M,W,U,non_severe,905
2020-04,1,M,W,U,resp_severe,860
2020-04,1,U,A,PCV13_only,ICU_crit_care,0
2020-04,1,U,A,PCV13_only,non_resp_severe,0
2020-04,1,U,A,PCV13_only,non_severe,0
2020-04,1,U,A,PCV13_only,resp_severe,0
2020-04,1,U,A,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,A,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,A,PCV13_PPSV23_10yrs,non_severe,0
2020-04,1,U,A,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,1,U,A,PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,A,PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,A,PPSV23_10yrs,non_severe,0
2020-04,1,U,A,PPSV23_10yrs,resp_severe,0
2020-04,1,U,A,U,ICU_crit_care,0
2020-04,1,U,A,U,non_resp_severe,0
2020-04,1,U,A,U,non_severe,0
2020-04,1,U,A,U,resp_severe,2
2020-04,1,U,B,PCV13_only,ICU_crit_care,0
2020-04,1,U,B,PCV13_only,non_resp_severe,0
2020-04,1,U,B,PCV13_only,non_severe,0
2020-04,1,U,B,PCV13_only,resp_severe,0
2020-04,1,U,B,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,B,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,B,PCV13_PPSV23_10yrs,non_severe,0
2020-04,1,U,B,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,1,U,B,PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,B,PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,B,PPSV23_10yrs,non_severe,0
2020-04,1,U,B,PPSV23_10yrs,resp_severe,0
2020-04,1,U,B,U,ICU_crit_care,0
2020-04,1,U,B,U,non_resp_severe,0
2020-04,1,U,B,U,non_severe,0
2020-04,1,U,B,U,resp_severe,1
2020-04,1,U,H,PCV13_only,ICU_crit_care,0
2020-04,1,U,H,PCV13_only,non_resp_severe,0
2020-04,1,U,H,PCV13_only,non_severe,0
2020-04,1,U,H,PCV13_only,resp_severe,0
2020-04,1,U,H,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,H,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,H,PCV13_PPSV23_10yrs,non_severe,0
2020-04,1,U,H,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,1,U,H,PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,H,PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,H,PPSV23_10yrs,non_severe,0
2020-04,1,U,H,PPSV23_10yrs,resp_severe,0
2020-04,1,U,H,U,ICU_crit_care,0
2020-04,1,U,H,U,non_resp_severe,1
2020-04,1,U,H,U,non_severe,1
2020-04,1,U,H,U,resp_severe,0
2020-04,1,U,U,PCV13_only,ICU_crit_care,0
2020-04,1,U,U,PCV13_only,non_resp_severe,0
2020-04,1,U,U,PCV13_only,non_severe,0
2020-04,1,U,U,PCV13_only,resp_severe,3
2020-04,1,U,U,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,U,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,U,PCV13_PPSV23_10yrs,non_severe,0
2020-04,1,U,U,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,1,U,U,PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,U,PPSV23_10yrs,non_resp_severe,3
2020-04,1,U,U,PPSV23_10yrs,non_severe,1
2020-04,1,U,U,PPSV23_10yrs,resp_severe,0
2020-04,1,U,U,U,ICU_crit_care,1
2020-04,1,U,U,U,non_resp_severe,0
2020-04,1,U,U,U,non_severe,3
2020-04,1,U,U,U,resp_severe,5
2020-04,1,U,W,PCV13_only,ICU_crit_care,0
2020-04,1,U,W,PCV13_only,non_resp_severe,0
2020-04,1,U,W,PCV13_only,non_severe,3
2020-04,1,U,W,PCV13_only,resp_severe,0
2020-04,1,U,W,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,W,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,W,PCV13_PPSV23_10yrs,non_severe,0
2020-04,1,U,W,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,1,U,W,PPSV23_10yrs,ICU_crit_care,2
2020-04,1,U,W,PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,W,PPSV23_10yrs,non_severe,0
2020-04,1,U,W,PPSV23_10yrs,resp_severe,0
2020-04,1,U,W,U,ICU_crit_care,0
2020-04,1,U,W,U,non_resp_severe,0
2020-04,1,U,W,U,non_severe,1
2020-04,1,U,W,U,resp_severe,1
