year_month,age,patient_gender_code,race_code,PCV_combined,COVID_severity,count
2020-04,0,M,H,PCV13_PPSV23_10yrs,ICU_crit_care,4
2020-04,0,M,H,PCV13_PPSV23_10yrs,non_resp_severe,1
2020-04,0,M,H,PCV13_PPSV23_10yrs,non_severe,10
2020-04,0,M,H,PCV13_PPSV23_10yrs,resp_severe,13
2020-04,0,M,H,PPSV23_10yrs,ICU_crit_care,13
2020-04,0,M,H,PPSV23_10yrs,non_resp_severe,3
2020-04,0,M,H,PPSV23_10yrs,non_severe,44
2020-04,0,M,H,PPSV23_10yrs,resp_severe,39
2020-04,0,M,H,U,ICU_crit_care,186
2020-04,0,M,H,U,non_resp_severe,29
2020-04,0,M,H,U,non_severe,435
2020-04,0,M,H,U,resp_severe,414
2020-04,0,M,U,PCV13_only,ICU_crit_care,36
2020-04,0,M,U,PCV13_only,non_resp_severe,9
2020-04,0,M,U,PCV13_only,non_severe,69
2020-04,0,M,U,PCV13_only,resp_severe,77
2020-04,0,M,U,PCV13_PPSV23_10yrs,ICU_crit_care,7
2020-04,0,M,U,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,0,M,U,PCV13_PPSV23_10yrs,non_severe,24
2020-04,0,M,U,PCV13_PPSV23_10yrs,resp_severe,26
2020-04,0,M,U,PPSV23_10yrs,ICU_crit_care,46
2020-04,0,M,U,PPSV23_10yrs,non_resp_severe,10
2020-04,0,M,U,PPSV23_10yrs,non_severe,80
2020-04,0,M,U,PPSV23_10yrs,resp_severe,75
2020-04,0,M,U,U,ICU_crit_care,596
2020-04,0,M,U,U,non_resp_severe,174
2020-04,0,M,U,U,non_severe,1331
2020-04,0,M,U,U,resp_severe,1362
2020-04,0,M,W,PCV13_only,ICU_crit_care,34
2020-04,0,M,W,PCV13_only,non_resp_severe,7
2020-04,0,M,W,PCV13_only,non_severe,113
2020-04,0,M,W,PCV13_only,resp_severe,77
2020-04,0,M,W,PCV13_PPSV23_10yrs,ICU_crit_care,11
2020-04,0,M,W,PCV13_PPSV23_10yrs,non_resp_severe,3
2020-04,0,M,W,PCV13_PPSV23_10yrs,non_severe,38
2020-04,0,M,W,PCV13_PPSV23_10yrs,resp_severe,36
2020-04,0,M,W,PPSV23_10yrs,ICU_crit_care,24
2020-04,0,M,W,PPSV23_10yrs,non_resp_severe,7
2020-04,0,M,W,PPSV23_10yrs,non_severe,72
2020-04,0,M,W,PPSV23_10yrs,resp_severe,59
2020-04,0,M,W,U,ICU_crit_care,394
2020-04,0,M,W,U,non_resp_severe,120
2020-04,0,M,W,U,non_severe,1279
2020-04,0,M,W,U,resp_severe,1080
2020-04,0,U,A,PCV13_only,ICU_crit_care,0
2020-04,0,U,A,PCV13_only,non_resp_severe,0
2020-04,0,U,A,PCV13_only,non_severe,0
2020-04,0,U,A,PCV13_only,resp_severe,0
2020-04,0,U,A,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,A,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,A,PCV13_PPSV23_10yrs,non_severe,0
2020-04,0,U,A,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,0,U,A,PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,A,PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,A,PPSV23_10yrs,non_severe,0
2020-04,0,U,A,PPSV23_10yrs,resp_severe,0
2020-04,0,U,A,U,ICU_crit_care,0
2020-04,0,U,A,U,non_resp_severe,0
2020-04,0,U,A,U,non_severe,0
2020-04,0,U,A,U,resp_severe,3
2020-04,0,U,B,PCV13_only,ICU_crit_care,0
2020-04,0,U,B,PCV13_only,non_resp_severe,0
2020-04,0,U,B,PCV13_only,non_severe,0
2020-04,0,U,B,PCV13_only,resp_severe,0
2020-04,0,U,B,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,B,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,B,PCV13_PPSV23_10yrs,non_severe,0
2020-04,0,U,B,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,0,U,B,PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,B,PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,B,PPSV23_10yrs,non_severe,0
2020-04,0,U,B,PPSV23_10yrs,resp_severe,0
2020-04,0,U,B,U,ICU_crit_care,2
2020-04,0,U,B,U,non_resp_severe,0
2020-04,0,U,B,U,non_severe,1
2020-04,0,U,B,U,resp_severe,3
2020-04,0,U,H,PCV13_only,ICU_crit_care,0
2020-04,0,U,H,PCV13_only,non_resp_severe,3
2020-04,0,U,H,PCV13_only,non_severe,0
2020-04,0,U,H,PCV13_only,resp_severe,0
2020-04,0,U,H,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,H,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,H,PCV13_PPSV23_10yrs,non_severe,0
2020-04,0,U,H,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,0,U,H,PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,H,PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,H,PPSV23_10yrs,non_severe,0
2020-04,0,U,H,PPSV23_10yrs,resp_severe,0
2020-04,0,U,H,U,ICU_crit_care,0
2020-04,0,U,H,U,non_resp_severe,3
2020-04,0,U,H,U,non_severe,4
2020-04,0,U,H,U,resp_severe,2
2020-04,0,U,U,PCV13_only,ICU_crit_care,0
2020-04,0,U,U,PCV13_only,non_resp_severe,0
2020-04,0,U,U,PCV13_only,non_severe,0
2020-04,0,U,U,PCV13_only,resp_severe,2
2020-04,0,U,U,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,U,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,U,PCV13_PPSV23_10yrs,non_severe,0
2020-04,0,U,U,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,0,U,U,PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,U,PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,U,PPSV23_10yrs,non_severe,1
2020-04,0,U,U,PPSV23_10yrs,resp_severe,0
2020-04,0,U,U,U,ICU_crit_care,0
2020-04,0,U,U,U,non_resp_severe,2
2020-04,0,U,U,U,non_severe,6
2020-04,0,U,U,U,resp_severe,3
2020-04,0,U,W,PCV13_only,ICU_crit_care,0
2020-04,0,U,W,PCV13_only,non_resp_severe,0
2020-04,0,U,W,PCV13_only,non_severe,2
2020-04,0,U,W,PCV13_only,resp_severe,1
2020-04,0,U,W,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,0,U,W,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,W,PCV13_PPSV23_10yrs,non_severe,1
2020-04,0,U,W,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,0,U,W,PPSV23_10yrs,ICU_crit_care,2
2020-04,0,U,W,PPSV23_10yrs,non_resp_severe,0
2020-04,0,U,W,PPSV23_10yrs,non_severe,0
2020-04,0,U,W,PPSV23_10yrs,resp_severe,0
2020-04,0,U,W,U,ICU_crit_care,3
2020-04,0,U,W,U,non_resp_severe,0
2020-04,0,U,W,U,non_severe,3
2020-04,0,U,W,U,resp_severe,1
2020-04,1,F,A,PCV13_only,ICU_crit_care,1
2020-04,1,F,A,PCV13_only,non_resp_severe,0
2020-04,1,F,A,PCV13_only,non_severe,7
2020-04,1,F,A,PCV13_only,resp_severe,7
2020-04,1,F,A,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,F,A,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,F,A,PCV13_PPSV23_10yrs,non_severe,3
2020-04,1,F,A,PCV13_PPSV23_10yrs,resp_severe,2
2020-04,1,F,A,PPSV23_10yrs,ICU_crit_care,3
2020-04,1,F,A,PPSV23_10yrs,non_resp_severe,0
2020-04,1,F,A,PPSV23_10yrs,non_severe,6
2020-04,1,F,A,PPSV23_10yrs,resp_severe,5
2020-04,1,F,A,U,ICU_crit_care,17
2020-04,1,F,A,U,non_resp_severe,4
2020-04,1,F,A,U,non_severe,62
2020-04,1,F,A,U,resp_severe,36
2020-04,1,F,B,PCV13_only,ICU_crit_care,13
2020-04,1,F,B,PCV13_only,non_resp_severe,5
2020-04,1,F,B,PCV13_only,non_severe,29
2020-04,1,F,B,PCV13_only,resp_severe,41
2020-04,1,F,B,PCV13_PPSV23_10yrs,ICU_crit_care,7
2020-04,1,F,B,PCV13_PPSV23_10yrs,non_resp_severe,6
2020-04,1,F,B,PCV13_PPSV23_10yrs,non_severe,11
2020-04,1,F,B,PCV13_PPSV23_10yrs,resp_severe,18
2020-04,1,F,B,PPSV23_10yrs,ICU_crit_care,12
2020-04,1,F,B,PPSV23_10yrs,non_resp_severe,5
2020-04,1,F,B,PPSV23_10yrs,non_severe,23
2020-04,1,F,B,PPSV23_10yrs,resp_severe,30
2020-04,1,F,B,U,ICU_crit_care,105
2020-04,1,F,B,U,non_resp_severe,57
2020-04,1,F,B,U,non_severe,268
2020-04,1,F,B,U,resp_severe,338
2020-04,1,F,H,PCV13_only,ICU_crit_care,8
2020-04,1,F,H,PCV13_only,non_resp_severe,2
2020-04,1,F,H,PCV13_only,non_severe,35
2020-04,1,F,H,PCV13_only,resp_severe,36
2020-04,1,F,H,PCV13_PPSV23_10yrs,ICU_crit_care,6
2020-04,1,F,H,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,F,H,PCV13_PPSV23_10yrs,non_severe,19
2020-04,1,F,H,PCV13_PPSV23_10yrs,resp_severe,12
2020-04,1,F,H,PPSV23_10yrs,ICU_crit_care,14
2020-04,1,F,H,PPSV23_10yrs,non_resp_severe,0
2020-04,1,F,H,PPSV23_10yrs,non_severe,26
2020-04,1,F,H,PPSV23_10yrs,resp_severe,26
2020-04,1,F,H,U,ICU_crit_care,76
2020-04,1,F,H,U,non_resp_severe,22
2020-04,1,F,H,U,non_severe,279
2020-04,1,F,H,U,resp_severe,267
2020-04,1,F,U,PCV13_only,ICU_crit_care,24
2020-04,1,F,U,PCV13_only,non_resp_severe,7
2020-04,1,F,U,PCV13_only,non_severe,62
2020-04,1,F,U,PCV13_only,resp_severe,80
2020-04,1,F,U,PCV13_PPSV23_10yrs,ICU_crit_care,8
2020-04,1,F,U,PCV13_PPSV23_10yrs,non_resp_severe,3
2020-04,1,F,U,PCV13_PPSV23_10yrs,non_severe,23
2020-04,1,F,U,PCV13_PPSV23_10yrs,resp_severe,18
2020-04,1,F,U,PPSV23_10yrs,ICU_crit_care,30
2020-04,1,F,U,PPSV23_10yrs,non_resp_severe,10
2020-04,1,F,U,PPSV23_10yrs,non_severe,56
2020-04,1,F,U,PPSV23_10yrs,resp_severe,49
2020-04,1,F,U,U,ICU_crit_care,292
2020-04,1,F,U,U,non_resp_severe,144
2020-04,1,F,U,U,non_severe,983
2020-04,1,F,U,U,resp_severe,913
2020-04,1,F,W,PCV13_only,ICU_crit_care,28
2020-04,1,F,W,PCV13_only,non_resp_severe,16
2020-04,1,F,W,PCV13_only,non_severe,81
2020-04,1,F,W,PCV13_only,resp_severe,73
2020-04,1,F,W,PCV13_PPSV23_10yrs,ICU_crit_care,9
2020-04,1,F,W,PCV13_PPSV23_10yrs,non_resp_severe,2
2020-04,1,F,W,PCV13_PPSV23_10yrs,non_severe,27
2020-04,1,F,W,PCV13_PPSV23_10yrs,resp_severe,32
2020-04,1,F,W,PPSV23_10yrs,ICU_crit_care,12
2020-04,1,F,W,PPSV23_10yrs,non_resp_severe,7
2020-04,1,F,W,PPSV23_10yrs,non_severe,64
2020-04,1,F,W,PPSV23_10yrs,resp_severe,68
2020-04,1,F,W,U,ICU_crit_care,202
2020-04,1,F,W,U,non_resp_severe,108
2020-04,1,F,W,U,non_severe,960
2020-04,1,F,W,U,resp_severe,800
2020-04,1,M,A,PCV13_only,ICU_crit_care,5
2020-04,1,M,A,PCV13_only,non_resp_severe,0
2020-04,1,M,A,PCV13_only,non_severe,4
2020-04,1,M,A,PCV13_only,resp_severe,8
2020-04,1,M,A,PCV13_PPSV23_10yrs,ICU_crit_care,1
2020-04,1,M,A,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,M,A,PCV13_PPSV23_10yrs,non_severe,4
2020-04,1,M,A,PCV13_PPSV23_10yrs,resp_severe,7
2020-04,1,M,A,PPSV23_10yrs,ICU_crit_care,0
2020-04,1,M,A,PPSV23_10yrs,non_resp_severe,1
2020-04,1,M,A,PPSV23_10yrs,non_severe,6
2020-04,1,M,A,PPSV23_10yrs,resp_severe,7
2020-04,1,M,A,U,ICU_crit_care,29
2020-04,1,M,A,U,non_resp_severe,8
2020-04,1,M,A,U,non_severe,58
2020-04,1,M,A,U,resp_severe,88
2020-04,1,M,B,PCV13_only,ICU_crit_care,7
2020-04,1,M,B,PCV13_only,non_resp_severe,7
2020-04,1,M,B,PCV13_only,non_severe,17
2020-04,1,M,B,PCV13_only,resp_severe,38
2020-04,1,M,B,PCV13_PPSV23_10yrs,ICU_crit_care,4
2020-04,1,M,B,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,M,B,PCV13_PPSV23_10yrs,non_severe,11
2020-04,1,M,B,PCV13_PPSV23_10yrs,resp_severe,8
2020-04,1,M,B,PPSV23_10yrs,ICU_crit_care,8
2020-04,1,M,B,PPSV23_10yrs,non_resp_severe,1
2020-04,1,M,B,PPSV23_10yrs,non_severe,23
2020-04,1,M,B,PPSV23_10yrs,resp_severe,27
2020-04,1,M,B,U,ICU_crit_care,109
2020-04,1,M,B,U,non_resp_severe,51
2020-04,1,M,B,U,non_severe,240
2020-04,1,M,B,U,resp_severe,323
2020-04,1,M,H,PCV13_only,ICU_crit_care,20
2020-04,1,M,H,PCV13_only,non_resp_severe,0
2020-04,1,M,H,PCV13_only,non_severe,30
2020-04,1,M,H,PCV13_only,resp_severe,38
2020-04,1,M,H,PCV13_PPSV23_10yrs,ICU_crit_care,4
2020-04,1,M,H,PCV13_PPSV23_10yrs,non_resp_severe,1
2020-04,1,M,H,PCV13_PPSV23_10yrs,non_severe,14
2020-04,1,M,H,PCV13_PPSV23_10yrs,resp_severe,8
2020-04,1,M,H,PPSV23_10yrs,ICU_crit_care,16
2020-04,1,M,H,PPSV23_10yrs,non_resp_severe,3
2020-04,1,M,H,PPSV23_10yrs,non_severe,22
2020-04,1,M,H,PPSV23_10yrs,resp_severe,19
2020-04,1,M,H,U,ICU_crit_care,146
2020-04,1,M,H,U,non_resp_severe,21
2020-04,1,M,H,U,non_severe,255
2020-04,1,M,H,U,resp_severe,304
2020-04,1,M,U,PCV13_only,ICU_crit_care,36
2020-04,1,M,U,PCV13_only,non_resp_severe,17
2020-04,1,M,U,PCV13_only,non_severe,62
2020-04,1,M,U,PCV13_only,resp_severe,90
2020-04,1,M,U,PCV13_PPSV23_10yrs,ICU_crit_care,9
2020-04,1,M,U,PCV13_PPSV23_10yrs,non_resp_severe,4
2020-04,1,M,U,PCV13_PPSV23_10yrs,non_severe,18
2020-04,1,M,U,PCV13_PPSV23_10yrs,resp_severe,29
2020-04,1,M,U,PPSV23_10yrs,ICU_crit_care,27
2020-04,1,M,U,PPSV23_10yrs,non_resp_severe,13
2020-04,1,M,U,PPSV23_10yrs,non_severe,57
2020-04,1,M,U,PPSV23_10yrs,resp_severe,78
2020-04,1,M,U,U,ICU_crit_care,544
2020-04,1,M,U,U,non_resp_severe,186
2020-04,1,M,U,U,non_severe,1130
2020-04,1,M,U,U,resp_severe,1269
2020-04,1,M,W,PCV13_only,ICU_crit_care,30
2020-04,1,M,W,PCV13_only,non_resp_severe,14
2020-04,1,M,W,PCV13_only,non_severe,71
2020-04,1,M,W,PCV13_only,resp_severe,60
2020-04,1,M,W,PCV13_PPSV23_10yrs,ICU_crit_care,13
2020-04,1,M,W,PCV13_PPSV23_10yrs,non_resp_severe,4
2020-04,1,M,W,PCV13_PPSV23_10yrs,non_severe,27
2020-04,1,M,W,PCV13_PPSV23_10yrs,resp_severe,31
2020-04,1,M,W,PPSV23_10yrs,ICU_crit_care,25
2020-04,1,M,W,PPSV23_10yrs,non_resp_severe,8
2020-04,1,M,W,PPSV23_10yrs,non_severe,48
2020-04,1,M,W,PPSV23_10yrs,resp_severe,72
2020-04,1,M,W,U,ICU_crit_care,323
2020-04,1,M,W,U,non_resp_severe,118
2020-04,1,M,W,U,non_severe,819
2020-04,1,M,W,U,resp_severe,864
2020-04,1,U,A,PCV13_only,ICU_crit_care,0
2020-04,1,U,A,PCV13_only,non_resp_severe,0
2020-04,1,U,A,PCV13_only,non_severe,0
2020-04,1,U,A,PCV13_only,resp_severe,0
2020-04,1,U,A,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,A,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,A,PCV13_PPSV23_10yrs,non_severe,0
2020-04,1,U,A,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,1,U,A,PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,A,PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,A,PPSV23_10yrs,non_severe,0
2020-04,1,U,A,PPSV23_10yrs,resp_severe,0
2020-04,1,U,A,U,ICU_crit_care,0
2020-04,1,U,A,U,non_resp_severe,0
2020-04,1,U,A,U,non_severe,0
2020-04,1,U,A,U,resp_severe,0
2020-04,1,U,B,PCV13_only,ICU_crit_care,0
2020-04,1,U,B,PCV13_only,non_resp_severe,0
2020-04,1,U,B,PCV13_only,non_severe,0
2020-04,1,U,B,PCV13_only,resp_severe,0
2020-04,1,U,B,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,B,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,B,PCV13_PPSV23_10yrs,non_severe,0
2020-04,1,U,B,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,1,U,B,PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,B,PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,B,PPSV23_10yrs,non_severe,0
2020-04,1,U,B,PPSV23_10yrs,resp_severe,0
2020-04,1,U,B,U,ICU_crit_care,0
2020-04,1,U,B,U,non_resp_severe,0
2020-04,1,U,B,U,non_severe,0
2020-04,1,U,B,U,resp_severe,3
2020-04,1,U,H,PCV13_only,ICU_crit_care,0
2020-04,1,U,H,PCV13_only,non_resp_severe,0
2020-04,1,U,H,PCV13_only,non_severe,0
2020-04,1,U,H,PCV13_only,resp_severe,0
2020-04,1,U,H,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,H,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,H,PCV13_PPSV23_10yrs,non_severe,0
2020-04,1,U,H,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,1,U,H,PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,H,PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,H,PPSV23_10yrs,non_severe,0
2020-04,1,U,H,PPSV23_10yrs,resp_severe,0
2020-04,1,U,H,U,ICU_crit_care,0
2020-04,1,U,H,U,non_resp_severe,2
2020-04,1,U,H,U,non_severe,3
2020-04,1,U,H,U,resp_severe,2
2020-04,1,U,U,PCV13_only,ICU_crit_care,0
2020-04,1,U,U,PCV13_only,non_resp_severe,0
2020-04,1,U,U,PCV13_only,non_severe,1
2020-04,1,U,U,PCV13_only,resp_severe,0
2020-04,1,U,U,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,U,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,U,PCV13_PPSV23_10yrs,non_severe,0
2020-04,1,U,U,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,1,U,U,PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,U,PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,U,PPSV23_10yrs,non_severe,0
2020-04,1,U,U,PPSV23_10yrs,resp_severe,0
2020-04,1,U,U,U,ICU_crit_care,2
2020-04,1,U,U,U,non_resp_severe,0
2020-04,1,U,U,U,non_severe,0
2020-04,1,U,U,U,resp_severe,6
2020-04,1,U,W,PCV13_only,ICU_crit_care,0
2020-04,1,U,W,PCV13_only,non_resp_severe,0
2020-04,1,U,W,PCV13_only,non_severe,2
2020-04,1,U,W,PCV13_only,resp_severe,0
2020-04,1,U,W,PCV13_PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,W,PCV13_PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,W,PCV13_PPSV23_10yrs,non_severe,0
2020-04,1,U,W,PCV13_PPSV23_10yrs,resp_severe,0
2020-04,1,U,W,PPSV23_10yrs,ICU_crit_care,0
2020-04,1,U,W,PPSV23_10yrs,non_resp_severe,0
2020-04,1,U,W,PPSV23_10yrs,non_severe,0
2020-04,1,U,W,PPSV23_10yrs,resp_severe,0
2020-04,1,U,W,U,ICU_crit_care,0
2020-04,1,U,W,U,non_resp_severe,0
2020-04,1,U,W,U,non_severe,1
2020-04,1,U,W,U,resp_severe,0
